date,year,month,quarter,day_of_week,region,category,product,channel,unit_price,units_sold,discount_pct,revenue,profit_margin,profit,returns_pct,net_revenue
2022-05-05,2022,5,2,3,South,Sports,Football,Retail Store,1849.76,4,0.065,6918.1,0.174,1203.75,0.061,6496.1
2022-05-05,2022,5,2,3,West,Clothing,Dress,Online,1179.6,7,0.136,7134.22,0.23,1640.87,0.078,6577.75
2022-05-06,2022,5,2,4,East,Clothing,Shoes,Online,1312.1,5,0.127,5727.32,0.34,1947.29,0.026,5578.41
2022-05-06,2022,5,2,4,East,Home & Kitchen,Curtains,Wholesale,4885.55,9,0.205,34956.11,0.111,3880.13,0.059,32893.7
2022-05-06,2022,5,2,4,South,Home & Kitchen,Cookware Set,Retail Store,2554.42,16,0.028,39726.34,0.296,11759.0,0.002,39646.89
2022-05-06,2022,5,2,4,East,Groceries,Sugar,Retail Store,328.26,3,0.054,931.6,0.315,293.45,0.038,896.2
2022-05-06,2022,5,2,4,East,Groceries,Pulses,Retail Store,396.26,4,0.034,1531.15,0.177,271.01,0.077,1413.25
2022-05-06,2022,5,2,4,South,Electronics,Camera,Online,23369.62,9,0.103,188662.94,0.141,26601.47,0.033,182437.06
2022-05-07,2022,5,2,5,North,Clothing,Shoes,Online,1389.71,11,0.123,13406.53,0.242,3244.38,0.066,12521.7
2022-05-07,2022,5,2,5,West,Electronics,Laptop,Online,21569.95,7,0.1,135890.68,0.26,35331.58,0.074,125834.77
2022-05-08,2022,5,2,6,West,Home & Kitchen,Bedsheet,Retail Store,4220.44,12,0.072,46998.82,0.304,14287.64,0.007,46669.83
2022-05-08,2022,5,2,6,West,Sports,Yoga Mat,Retail Store,2339.83,8,0.036,18044.77,0.333,6008.91,0.058,16998.17
2022-05-08,2022,5,2,6,South,Groceries,Sugar,Retail Store,325.7,10,0.057,3071.35,0.133,408.49,0.02,3009.92
2022-05-09,2022,5,2,0,West,Sports,Cricket Bat,Wholesale,2343.87,9,0.175,17403.23,0.201,3498.05,0.054,16463.46
2022-05-10,2022,5,2,1,West,Home & Kitchen,Water Purifier,Online,4736.13,9,0.11,37936.4,0.107,4059.19,0.002,37860.53
2022-05-11,2022,5,2,2,East,Clothing,Jeans,Online,964.28,8,0.097,6965.96,0.206,1434.99,0.001,6958.99
2022-05-11,2022,5,2,2,South,Home & Kitchen,Water Purifier,Wholesale,3030.98,5,0.161,12714.96,0.128,1627.51,0.028,12358.94
2022-05-11,2022,5,2,2,North,Electronics,Camera,Online,30957.22,4,0.138,106740.49,0.334,35651.32,0.062,100122.58
2022-05-11,2022,5,2,2,West,Clothing,Shoes,Wholesale,1197.26,5,0.163,5010.53,0.12,601.26,0.058,4719.92
2022-05-12,2022,5,2,3,South,Groceries,Pulses,Retail Store,295.97,8,0.069,2204.38,0.281,619.43,0.049,2096.37
2022-05-12,2022,5,2,3,West,Clothing,Dress,Retail Store,1579.84,8,0.021,12373.31,0.306,3786.23,0.014,12200.08
2022-05-13,2022,5,2,4,West,Clothing,Jacket,Online,1506.89,9,0.129,11812.51,0.287,3390.19,0.009,11706.2
2022-05-13,2022,5,2,4,North,Home & Kitchen,Cookware Set,Retail Store,2775.64,5,0.05,13184.29,0.291,3836.63,0.04,12656.92
2022-05-14,2022,5,2,5,West,Sports,Dumbbells,Wholesale,1830.1,6,0.156,9267.63,0.104,963.83,0.053,8776.45
2022-05-15,2022,5,2,6,North,Groceries,Sugar,Online,283.01,7,0.098,1786.93,0.163,291.27,0.034,1726.17
2022-05-15,2022,5,2,6,East,Clothing,Jacket,Online,1368.27,1,0.139,1178.08,0.341,401.73,0.029,1143.92
2022-05-15,2022,5,2,6,West,Sports,Football,Retail Store,1465.59,4,0.064,5487.17,0.179,982.2,0.008,5443.27
2022-05-16,2022,5,2,0,West,Electronics,Tablet,Wholesale,32998.35,10,0.168,274546.27,0.293,80442.06,0.052,260269.86
2022-05-16,2022,5,2,0,East,Clothing,Shoes,Retail Store,1104.45,4,0.028,4294.1,0.223,957.58,0.075,3972.04
2022-05-16,2022,5,2,0,South,Clothing,Jacket,Wholesale,1547.81,9,0.197,11186.02,0.155,1733.83,0.07,10403.0
2022-05-16,2022,5,2,0,East,Groceries,Cooking Oil,Retail Store,360.35,4,0.068,1343.38,0.145,194.79,0.052,1273.52
2022-05-16,2022,5,2,0,East,Groceries,Pulses,Wholesale,250.47,7,0.194,1413.15,0.17,240.24,0.039,1358.04
2022-05-17,2022,5,2,1,North,Electronics,Camera,Retail Store,31888.0,9,0.027,279243.22,0.125,34905.4,0.031,270586.68
2022-05-17,2022,5,2,1,South,Home & Kitchen,Cookware Set,Online,2671.68,10,0.137,23056.6,0.296,6824.75,0.059,21696.26
2022-05-17,2022,5,2,1,North,Electronics,Headphones,Retail Store,23077.32,8,0.024,180187.71,0.102,18379.15,0.024,175863.2
2022-05-17,2022,5,2,1,South,Electronics,Headphones,Wholesale,18588.92,6,0.177,91792.09,0.183,16797.95,0.077,84724.1
2022-05-18,2022,5,2,2,West,Electronics,Camera,Wholesale,20740.58,16,0.184,270789.01,0.348,94234.58,0.036,261040.61
2022-05-18,2022,5,2,2,West,Electronics,Camera,Wholesale,26741.25,8,0.18,175422.6,0.296,51925.09,0.056,165598.93
2022-05-18,2022,5,2,2,East,Sports,Cycle,Wholesale,2262.87,9,0.206,16170.47,0.156,2522.59,0.044,15458.97
2022-05-18,2022,5,2,2,North,Clothing,Jacket,Retail Store,1137.28,7,0.04,7642.52,0.123,940.03,0.05,7260.39
2022-05-18,2022,5,2,2,West,Home & Kitchen,Mixer,Wholesale,4252.11,7,0.178,24466.64,0.312,7633.59,0.075,22631.64
2022-05-18,2022,5,2,2,West,Groceries,Flour,Wholesale,360.58,8,0.174,2382.71,0.305,726.73,0.01,2358.88
2022-05-18,2022,5,2,2,North,Groceries,Sugar,Online,362.56,7,0.137,2190.22,0.239,523.46,0.0,2190.22
2022-05-19,2022,5,2,3,South,Groceries,Rice,Retail Store,311.71,7,0.031,2114.33,0.342,723.1,0.047,2014.96
2022-05-19,2022,5,2,3,East,Home & Kitchen,Curtains,Wholesale,4547.9,8,0.191,29434.01,0.23,6769.82,0.066,27491.37
2022-05-20,2022,5,2,4,East,Home & Kitchen,Water Purifier,Wholesale,3327.36,6,0.204,15891.47,0.17,2701.55,0.006,15796.12
2022-05-20,2022,5,2,4,East,Sports,Yoga Mat,Online,1423.68,12,0.096,15444.08,0.168,2594.61,0.065,14440.21
2022-05-21,2022,5,2,5,South,Electronics,Camera,Wholesale,26832.48,9,0.165,201646.09,0.133,26818.93,0.018,198016.46
2022-05-21,2022,5,2,5,East,Sports,Dumbbells,Retail Store,1541.14,6,0.075,8553.33,0.295,2523.23,0.058,8057.24
2022-05-23,2022,5,2,0,South,Groceries,Cooking Oil,Wholesale,333.37,5,0.178,1370.15,0.247,338.43,0.004,1364.67
2022-05-23,2022,5,2,0,West,Home & Kitchen,Water Purifier,Wholesale,2703.41,4,0.171,8964.51,0.164,1470.18,0.001,8955.55
2022-05-24,2022,5,2,1,East,Clothing,T-Shirt,Retail Store,1232.62,7,0.031,8360.86,0.295,2466.45,0.028,8126.76
2022-05-24,2022,5,2,1,East,Home & Kitchen,Bedsheet,Retail Store,3550.91,8,0.035,27413.03,0.129,3536.28,0.043,26234.27
2022-05-25,2022,5,2,2,East,Groceries,Pulses,Wholesale,295.16,8,0.202,1884.3,0.185,348.6,0.058,1775.01
2022-05-25,2022,5,2,2,South,Clothing,Shoes,Retail Store,1269.81,5,0.039,6101.44,0.153,933.52,0.026,5942.8
2022-05-25,2022,5,2,2,South,Sports,Cricket Bat,Online,2016.11,12,0.148,20612.71,0.218,4493.57,0.027,20056.17
2022-05-25,2022,5,2,2,East,Groceries,Pulses,Retail Store,336.39,12,0.045,3855.03,0.185,713.18,0.048,3669.99
2022-05-25,2022,5,2,2,South,Sports,Cycle,Retail Store,2356.15,5,0.054,11144.59,0.226,2518.68,0.016,10966.28
2022-05-25,2022,5,2,2,North,Clothing,T-Shirt,Online,1246.22,8,0.136,8613.87,0.127,1093.96,0.056,8131.49
2022-05-27,2022,5,2,4,East,Clothing,Jeans,Online,1397.78,9,0.113,11158.48,0.317,3537.24,0.003,11125.0
2022-05-27,2022,5,2,4,North,Home & Kitchen,Water Purifier,Online,3322.44,5,0.107,14834.69,0.143,2121.36,0.072,13766.59
2022-05-27,2022,5,2,4,North,Groceries,Pulses,Retail Store,223.72,9,0.021,1971.2,0.319,628.81,0.042,1888.41
2022-05-27,2022,5,2,4,South,Groceries,Flour,Online,367.35,6,0.136,1904.34,0.228,434.19,0.001,1902.44
2022-05-27,2022,5,2,4,East,Clothing,T-Shirt,Online,868.19,8,0.15,5903.69,0.145,856.04,0.01,5844.65
2022-05-28,2022,5,2,5,North,Home & Kitchen,Bedsheet,Wholesale,3467.84,4,0.186,11291.29,0.282,3184.14,0.025,11009.01
2022-05-28,2022,5,2,5,North,Electronics,Laptop,Retail Store,29303.17,7,0.058,193225.1,0.329,63571.06,0.036,186269.0
2022-05-29,2022,5,2,6,South,Electronics,Laptop,Online,27950.22,8,0.103,200570.78,0.206,41317.58,0.073,185929.11
2022-05-29,2022,5,2,6,West,Electronics,Tablet,Online,27073.19,3,0.125,71067.12,0.134,9522.99,0.003,70853.92
2022-05-29,2022,5,2,6,North,Clothing,Jacket,Wholesale,1133.08,8,0.203,7224.52,0.269,1943.4,0.03,7007.78
2022-05-29,2022,5,2,6,South,Electronics,Headphones,Online,33435.72,4,0.128,116623.79,0.257,29972.31,0.079,107410.51
2022-05-30,2022,5,2,0,East,Electronics,Laptop,Online,30515.45,7,0.119,188188.78,0.105,19759.82,0.073,174451.0
2022-05-30,2022,5,2,0,North,Electronics,Tablet,Retail Store,32020.48,3,0.072,89145.02,0.249,22197.11,0.048,84866.06
2022-05-31,2022,5,2,1,West,Electronics,Smartphone,Wholesale,28184.4,9,0.189,205717.94,0.209,42995.05,0.008,204072.2
2022-05-31,2022,5,2,1,North,Sports,Yoga Mat,Wholesale,1707.34,11,0.203,14968.25,0.256,3831.87,0.078,13800.73
2022-06-01,2022,6,2,2,East,Groceries,Sugar,Online,401.43,7,0.09,2557.11,0.16,409.14,0.017,2513.64
2022-06-01,2022,6,2,2,South,Home & Kitchen,Bedsheet,Wholesale,4262.5,11,0.196,37697.55,0.338,12741.77,0.004,37546.76
2022-06-01,2022,6,2,2,East,Electronics,Tablet,Wholesale,33415.46,9,0.209,237884.66,0.221,52572.51,0.069,221470.62
2022-06-02,2022,6,2,3,South,Sports,Cricket Bat,Retail Store,2257.43,4,0.042,8650.47,0.324,2802.75,0.016,8512.06
2022-06-02,2022,6,2,3,West,Clothing,Jeans,Wholesale,1389.88,9,0.153,10595.06,0.184,1949.49,0.041,10160.66
2022-06-02,2022,6,2,3,East,Sports,Yoga Mat,Retail Store,1700.87,8,0.063,12749.72,0.164,2090.95,0.026,12418.23
2022-06-02,2022,6,2,3,East,Groceries,Sugar,Wholesale,373.2,7,0.157,2202.25,0.208,458.07,0.023,2151.6
2022-06-03,2022,6,2,4,East,Groceries,Pulses,Online,213.56,13,0.106,2481.99,0.106,263.09,0.011,2454.69
2022-06-03,2022,6,2,4,West,Groceries,Cooking Oil,Retail Store,236.55,9,0.07,1979.92,0.213,421.72,0.012,1956.16
2022-06-06,2022,6,2,0,North,Clothing,T-Shirt,Retail Store,979.6,8,0.048,7460.63,0.187,1395.14,0.05,7087.6
2022-06-07,2022,6,2,1,West,Home & Kitchen,Cookware Set,Wholesale,2473.48,14,0.183,28291.66,0.275,7780.21,0.033,27358.04
2022-06-07,2022,6,2,1,East,Clothing,Dress,Online,1035.31,6,0.099,5596.89,0.186,1041.02,0.069,5210.7
2022-06-07,2022,6,2,1,North,Home & Kitchen,Mixer,Online,2663.69,12,0.147,27265.53,0.25,6816.38,0.012,26938.34
2022-06-08,2022,6,2,2,East,Electronics,Smartphone,Retail Store,27232.98,8,0.071,202395.51,0.101,20441.95,0.042,193894.9
2022-06-09,2022,6,2,3,North,Groceries,Cooking Oil,Wholesale,308.26,3,0.15,786.06,0.206,161.93,0.011,777.41
2022-06-11,2022,6,2,5,South,Electronics,Smartphone,Wholesale,24829.51,6,0.165,124395.85,0.196,24381.59,0.046,118673.64
2022-06-12,2022,6,2,6,West,Electronics,Smartphone,Wholesale,34499.57,8,0.177,227145.17,0.154,34980.36,0.024,221693.69
2022-06-12,2022,6,2,6,West,Groceries,Flour,Retail Store,222.12,5,0.059,1045.07,0.144,150.49,0.074,967.73
2022-06-12,2022,6,2,6,East,Electronics,Tablet,Online,20710.62,6,0.145,106245.48,0.12,12749.46,0.034,102633.13
2022-06-12,2022,6,2,6,East,Home & Kitchen,Curtains,Wholesale,3031.42,7,0.193,17124.49,0.156,2671.42,0.053,16216.89
2022-06-13,2022,6,2,0,East,Groceries,Rice,Wholesale,259.22,6,0.196,1250.48,0.244,305.12,0.066,1167.95
2022-06-13,2022,6,2,0,South,Sports,Cycle,Wholesale,2348.33,8,0.175,15498.98,0.322,4990.67,0.043,14832.52
2022-06-13,2022,6,2,0,South,Home & Kitchen,Bedsheet,Online,3277.04,17,0.127,48634.55,0.283,13763.58,0.021,47613.22
2022-06-13,2022,6,2,0,East,Groceries,Sugar,Online,265.12,8,0.094,1921.59,0.242,465.02,0.052,1821.67
2022-06-13,2022,6,2,0,East,Home & Kitchen,Cookware Set,Wholesale,3598.79,7,0.201,20128.03,0.221,4448.29,0.067,18779.45
2022-06-13,2022,6,2,0,East,Electronics,Laptop,Retail Store,30074.3,8,0.027,234098.35,0.262,61333.77,0.045,223563.92
2022-06-14,2022,6,2,1,East,Groceries,Pulses,Wholesale,333.52,10,0.18,2734.86,0.119,325.45,0.005,2721.19
2022-06-14,2022,6,2,1,North,Sports,Dumbbells,Wholesale,2534.49,5,0.209,10023.91,0.325,3257.77,0.032,9703.14
2022-06-14,2022,6,2,1,South,Groceries,Rice,Online,413.25,7,0.128,2522.48,0.235,592.78,0.053,2388.79
2022-06-14,2022,6,2,1,South,Groceries,Sugar,Wholesale,362.49,8,0.188,2354.74,0.222,522.75,0.0,2354.74
2022-06-15,2022,6,2,2,North,Electronics,Laptop,Online,23226.37,6,0.108,124307.53,0.17,21132.28,0.012,122815.84
2022-06-15,2022,6,2,2,North,Electronics,Laptop,Online,29359.29,10,0.124,257187.38,0.132,33948.73,0.028,249986.13
2022-06-15,2022,6,2,2,North,Sports,Football,Wholesale,1552.19,11,0.154,14444.68,0.171,2470.04,0.007,14343.57
2022-06-16,2022,6,2,3,West,Home & Kitchen,Water Purifier,Online,4088.84,10,0.139,35204.91,0.23,8097.13,0.036,33937.53
2022-06-16,2022,6,2,3,South,Electronics,Laptop,Retail Store,23841.43,7,0.047,159046.18,0.323,51371.92,0.045,151889.1
2022-06-17,2022,6,2,4,East,Groceries,Sugar,Retail Store,254.14,10,0.066,2373.67,0.298,707.35,0.059,2233.62
2022-06-17,2022,6,2,4,South,Groceries,Cooking Oil,Online,271.29,10,0.133,2352.08,0.107,251.67,0.014,2319.15
2022-06-17,2022,6,2,4,South,Electronics,Headphones,Online,20710.96,10,0.14,178114.26,0.222,39541.37,0.065,166536.83
2022-06-18,2022,6,2,5,East,Electronics,Smartphone,Online,19903.94,6,0.136,103182.02,0.271,27962.33,0.073,95649.73
2022-06-18,2022,6,2,5,West,Clothing,Dress,Retail Store,1169.25,6,0.039,6741.9,0.131,883.19,0.075,6236.26
2022-06-18,2022,6,2,5,North,Home & Kitchen,Water Purifier,Online,3614.11,7,0.124,22161.72,0.338,7490.66,0.009,21962.26
2022-06-19,2022,6,2,6,North,Groceries,Flour,Retail Store,237.84,7,0.034,1608.27,0.157,252.5,0.062,1508.56
2022-06-19,2022,6,2,6,East,Home & Kitchen,Bedsheet,Retail Store,4539.03,5,0.073,21038.4,0.288,6059.06,0.034,20323.09
2022-06-19,2022,6,2,6,South,Home & Kitchen,Water Purifier,Online,3748.25,5,0.096,16942.09,0.271,4591.31,0.034,16366.06
2022-06-20,2022,6,2,0,South,Home & Kitchen,Cookware Set,Wholesale,4593.08,8,0.156,31012.48,0.135,4186.68,0.059,29182.74
2022-06-20,2022,6,2,0,East,Electronics,Camera,Wholesale,33630.23,11,0.186,301125.08,0.272,81906.02,0.023,294199.2
2022-06-20,2022,6,2,0,East,Sports,Cycle,Online,2086.74,11,0.091,20865.31,0.137,2858.55,0.066,19488.2
2022-06-21,2022,6,2,1,South,Home & Kitchen,Water Purifier,Wholesale,3403.77,9,0.186,24936.02,0.113,2817.77,0.04,23938.58
2022-06-21,2022,6,2,1,South,Electronics,Laptop,Retail Store,32571.56,9,0.077,270571.95,0.34,91994.46,0.008,268407.37
2022-06-22,2022,6,2,2,East,Home & Kitchen,Mixer,Wholesale,3641.21,8,0.204,23187.23,0.173,4011.39,0.043,22190.18
2022-06-22,2022,6,2,2,South,Electronics,Tablet,Retail Store,22904.77,8,0.06,172243.87,0.172,29625.95,0.011,170349.19
2022-06-22,2022,6,2,2,South,Sports,Dumbbells,Online,1739.36,7,0.136,10519.65,0.343,3608.24,0.075,9730.68
2022-06-23,2022,6,2,3,West,Sports,Dumbbells,Retail Store,2678.54,10,0.053,25365.77,0.172,4362.91,0.047,24173.58
2022-06-23,2022,6,2,3,West,Sports,Football,Wholesale,1621.41,6,0.173,8045.44,0.234,1882.63,0.042,7707.53
2022-06-24,2022,6,2,4,South,Home & Kitchen,Curtains,Retail Store,3182.71,9,0.061,26897.08,0.324,8714.65,0.011,26601.21
2022-06-24,2022,6,2,4,South,Groceries,Rice,Retail Store,378.62,5,0.056,1787.09,0.239,427.11,0.032,1729.9
2022-06-24,2022,6,2,4,South,Home & Kitchen,Cookware Set,Retail Store,3302.36,10,0.054,31240.33,0.341,10652.95,0.008,30990.41
2022-06-24,2022,6,2,4,South,Sports,Cricket Bat,Wholesale,1499.66,5,0.188,6088.62,0.319,1942.27,0.059,5729.39
2022-06-25,2022,6,2,5,West,Electronics,Laptop,Online,21853.01,9,0.147,167765.56,0.167,28016.85,0.035,161893.77
2022-06-25,2022,6,2,5,East,Home & Kitchen,Cookware Set,Retail Store,3193.17,10,0.048,30398.98,0.146,4438.25,0.048,28939.83
2022-06-26,2022,6,2,6,South,Clothing,Shoes,Retail Store,1071.58,7,0.02,7351.04,0.318,2337.63,0.025,7167.26
2022-06-26,2022,6,2,6,North,Home & Kitchen,Water Purifier,Online,3696.0,8,0.138,25487.62,0.258,6575.81,0.07,23703.49
2022-06-27,2022,6,2,0,South,Electronics,Camera,Retail Store,25853.89,5,0.046,123323.06,0.207,25527.87,0.015,121473.21
2022-06-27,2022,6,2,0,North,Electronics,Smartphone,Wholesale,25922.29,10,0.18,212562.78,0.134,28483.41,0.04,204060.27
2022-06-28,2022,6,2,1,North,Electronics,Camera,Retail Store,19372.16,10,0.024,189072.28,0.246,46511.78,0.028,183778.26
2022-06-28,2022,6,2,1,West,Groceries,Sugar,Wholesale,353.12,13,0.184,3745.9,0.31,1161.23,0.011,3704.7
2022-06-28,2022,6,2,1,East,Groceries,Cooking Oil,Online,328.81,10,0.133,2850.78,0.282,803.92,0.008,2827.97
2022-06-29,2022,6,2,2,East,Electronics,Smartphone,Wholesale,32543.2,9,0.151,248662.59,0.126,31331.49,0.036,239710.74
2022-06-30,2022,6,2,3,West,Electronics,Camera,Retail Store,33059.18,9,0.021,291284.43,0.203,59130.74,0.006,289536.72
2022-06-30,2022,6,2,3,East,Home & Kitchen,Curtains,Online,3037.69,8,0.133,21069.42,0.121,2549.4,0.054,19931.67
2022-07-01,2022,7,3,4,South,Sports,Football,Online,2718.0,9,0.101,21991.34,0.266,5849.7,0.013,21705.45
2022-07-01,2022,7,3,4,North,Home & Kitchen,Water Purifier,Online,4876.42,8,0.108,34798.13,0.349,12144.55,0.076,32153.47
2022-07-02,2022,7,3,5,North,Electronics,Laptop,Online,29198.14,8,0.132,202751.88,0.271,54945.76,0.064,189775.76
2022-07-02,2022,7,3,5,South,Sports,Cycle,Wholesale,1578.6,13,0.194,16540.57,0.277,4581.74,0.062,15515.05
2022-07-02,2022,7,3,5,North,Groceries,Cooking Oil,Wholesale,305.52,5,0.183,1248.05,0.347,433.07,0.063,1169.42
2022-07-04,2022,7,3,0,North,Groceries,Flour,Online,269.15,7,0.102,1691.88,0.337,570.16,0.027,1646.2
2022-07-04,2022,7,3,0,West,Clothing,Jeans,Online,879.93,7,0.134,5334.14,0.154,821.46,0.036,5142.11
2022-07-04,2022,7,3,0,West,Clothing,Jacket,Wholesale,1574.28,6,0.209,7471.53,0.304,2271.35,0.058,7038.18
2022-07-04,2022,7,3,0,West,Clothing,T-Shirt,Online,1222.16,8,0.149,8320.47,0.336,2795.68,0.016,8187.34
2022-07-05,2022,7,3,1,West,Home & Kitchen,Curtains,Online,4449.28,6,0.09,24293.07,0.138,3352.44,0.006,24147.31
2022-07-05,2022,7,3,1,North,Electronics,Headphones,Retail Store,26539.56,4,0.032,102761.18,0.163,16750.07,0.014,101322.52
2022-07-06,2022,7,3,2,North,Clothing,Shoes,Wholesale,1091.32,8,0.184,7124.14,0.185,1317.97,0.058,6710.94
2022-07-06,2022,7,3,2,South,Groceries,Sugar,Retail Store,244.8,10,0.071,2274.19,0.191,434.37,0.014,2242.35
2022-07-07,2022,7,3,3,North,Electronics,Laptop,Wholesale,33573.21,7,0.168,195530.38,0.208,40670.32,0.022,191228.71
2022-07-09,2022,7,3,5,West,Home & Kitchen,Cookware Set,Online,3690.6,8,0.143,25302.75,0.287,7261.89,0.061,23759.28
2022-07-09,2022,7,3,5,West,Clothing,Jacket,Wholesale,1132.24,3,0.199,2720.77,0.167,454.37,0.007,2701.72
2022-07-10,2022,7,3,6,North,Electronics,Headphones,Wholesale,23742.66,5,0.208,94020.93,0.253,23787.3,0.021,92046.49
2022-07-10,2022,7,3,6,East,Electronics,Laptop,Retail Store,24439.87,6,0.028,142533.32,0.311,44327.86,0.06,133981.32
2022-07-10,2022,7,3,6,East,Clothing,T-Shirt,Wholesale,1216.39,11,0.178,10998.6,0.161,1770.77,0.073,10195.7
2022-07-12,2022,7,3,1,West,Clothing,Jacket,Online,1670.98,13,0.14,18681.56,0.309,5772.6,0.065,17467.26
2022-07-12,2022,7,3,1,North,Groceries,Pulses,Wholesale,411.15,6,0.181,2020.39,0.325,656.63,0.013,1994.12
2022-07-12,2022,7,3,1,North,Home & Kitchen,Curtains,Online,2798.29,7,0.137,16904.47,0.223,3769.7,0.008,16769.23
2022-07-12,2022,7,3,1,West,Clothing,Shoes,Online,1654.44,5,0.099,7453.25,0.291,2168.9,0.058,7020.96
2022-07-13,2022,7,3,2,East,Groceries,Flour,Online,248.57,4,0.137,858.06,0.279,239.4,0.069,798.85
2022-07-13,2022,7,3,2,West,Sports,Football,Retail Store,1736.94,12,0.068,19425.94,0.317,6158.02,0.005,19328.81
2022-07-13,2022,7,3,2,South,Electronics,Headphones,Retail Store,34513.21,4,0.054,130597.99,0.251,32780.1,0.055,123415.1
2022-07-14,2022,7,3,3,North,Groceries,Sugar,Retail Store,365.8,13,0.035,4588.96,0.2,917.79,0.04,4405.4
2022-07-14,2022,7,3,3,South,Home & Kitchen,Bedsheet,Online,4106.57,8,0.122,28844.55,0.336,9691.77,0.006,28671.48
2022-07-14,2022,7,3,3,South,Sports,Cricket Bat,Retail Store,1803.12,9,0.06,15254.4,0.333,5079.72,0.066,14247.61
2022-07-14,2022,7,3,3,West,Groceries,Sugar,Wholesale,374.85,6,0.186,1830.77,0.172,314.89,0.035,1766.69
2022-07-14,2022,7,3,3,East,Home & Kitchen,Bedsheet,Wholesale,4158.87,12,0.163,41771.69,0.319,13325.17,0.039,40142.59
2022-07-14,2022,7,3,3,West,Electronics,Smartphone,Retail Store,18146.84,14,0.069,236525.91,0.282,66700.31,0.018,232268.44
2022-07-15,2022,7,3,4,East,Electronics,Headphones,Retail Store,33753.3,5,0.047,160834.47,0.287,46159.49,0.071,149415.22
2022-07-15,2022,7,3,4,East,Electronics,Smartphone,Retail Store,22695.19,8,0.049,172665.01,0.298,51454.17,0.065,161441.78
2022-07-16,2022,7,3,5,North,Sports,Dumbbells,Retail Store,1628.83,5,0.045,7777.66,0.183,1423.31,0.045,7427.67
2022-07-16,2022,7,3,5,North,Clothing,Shoes,Retail Store,1083.59,5,0.06,5092.87,0.141,718.09,0.049,4843.32
2022-07-17,2022,7,3,6,East,Electronics,Camera,Wholesale,31839.47,13,0.178,340236.58,0.15,51035.49,0.048,323905.22
2022-07-17,2022,7,3,6,North,Electronics,Tablet,Retail Store,20098.87,7,0.062,131969.18,0.191,25206.11,0.066,123259.21
2022-07-18,2022,7,3,0,East,Home & Kitchen,Cookware Set,Online,3530.94,13,0.135,39705.42,0.316,12546.91,0.052,37640.74
2022-07-18,2022,7,3,0,West,Home & Kitchen,Bedsheet,Retail Store,3229.12,10,0.05,30676.64,0.255,7822.54,0.044,29326.87
2022-07-18,2022,7,3,0,West,Home & Kitchen,Mixer,Retail Store,4078.37,13,0.045,50632.96,0.138,6987.35,0.078,46683.59
2022-07-18,2022,7,3,0,East,Electronics,Laptop,Wholesale,17827.68,8,0.196,114667.64,0.276,31648.27,0.01,113520.96
2022-07-19,2022,7,3,1,East,Sports,Yoga Mat,Retail Store,2397.25,8,0.049,18238.28,0.339,6182.78,0.077,16833.93
2022-07-20,2022,7,3,2,East,Electronics,Camera,Retail Store,29067.03,11,0.078,294797.82,0.325,95809.29,0.045,281531.92
2022-07-20,2022,7,3,2,North,Sports,Football,Online,1867.93,7,0.126,11428.0,0.284,3245.55,0.08,10513.76
2022-07-21,2022,7,3,3,East,Electronics,Tablet,Online,19563.33,11,0.127,187866.66,0.148,27804.27,0.017,184672.93
2022-07-21,2022,7,3,3,East,Home & Kitchen,Mixer,Retail Store,3252.93,9,0.037,28193.14,0.212,5976.95,0.025,27488.31
2022-07-22,2022,7,3,4,West,Clothing,Jeans,Online,1397.36,7,0.119,8617.52,0.28,2412.91,0.038,8290.05
2022-07-22,2022,7,3,4,South,Clothing,Jeans,Online,1638.79,6,0.096,8888.8,0.336,2986.64,0.064,8319.92
2022-07-22,2022,7,3,4,West,Clothing,Jacket,Retail Store,1166.39,6,0.048,6662.42,0.195,1299.17,0.069,6202.71
2022-07-22,2022,7,3,4,North,Home & Kitchen,Curtains,Retail Store,3175.63,10,0.063,29755.65,0.319,9492.05,0.022,29101.03
2022-07-23,2022,7,3,5,East,Groceries,Cooking Oil,Wholesale,302.28,12,0.194,2923.65,0.182,532.1,0.066,2730.69
2022-07-23,2022,7,3,5,South,Home & Kitchen,Water Purifier,Retail Store,3177.61,13,0.028,40152.28,0.342,13732.08,0.062,37662.84
2022-07-23,2022,7,3,5,South,Sports,Cricket Bat,Retail Store,1408.41,8,0.022,11019.4,0.313,3449.07,0.075,10192.94
2022-07-24,2022,7,3,6,East,Clothing,Shoes,Retail Store,1435.9,9,0.052,12251.1,0.229,2805.5,0.046,11687.55
2022-07-24,2022,7,3,6,North,Sports,Dumbbells,Wholesale,1407.87,4,0.203,4488.29,0.254,1140.03,0.064,4201.04
2022-07-24,2022,7,3,6,West,Groceries,Rice,Retail Store,391.02,7,0.028,2660.5,0.341,907.23,0.044,2543.44
2022-07-25,2022,7,3,0,West,Groceries,Pulses,Wholesale,389.46,5,0.17,1616.26,0.17,274.76,0.047,1540.3
2022-07-25,2022,7,3,0,South,Electronics,Headphones,Online,19537.96,8,0.129,136140.51,0.285,38800.05,0.023,133009.28
2022-07-26,2022,7,3,1,East,Groceries,Rice,Wholesale,400.86,8,0.196,2578.33,0.298,768.34,0.023,2519.03
2022-07-26,2022,7,3,1,East,Sports,Dumbbells,Wholesale,2321.83,10,0.17,19271.19,0.286,5511.56,0.013,19020.66
